"variable","response","base"
"thetao_max",0,-1.58181195615072
"thetao_max",0,-1.2482465910378
"thetao_max",0,-0.914681225924877
"thetao_max",0,-0.581115860811955
"thetao_max",0,-0.247550495699032
"thetao_max",0,0.0860148694138898
"thetao_max",0,0.419580234526812
"thetao_max",0,0.753145599639734
"thetao_max",0,1.08671096475266
"thetao_max",0,1.42027632986558
"thetao_max",0,1.7538416949785
"thetao_max",0,2.08740706009142
"thetao_max",0,2.42097242520434
"thetao_max",0,2.75453779031727
"thetao_max",0,3.08810315543019
"thetao_max",0,3.42166852054311
"thetao_max",0,3.75523388565603
"thetao_max",0,4.08879925076896
"thetao_max",0,4.42236461588188
"thetao_max",0,4.7559299809948
"thetao_max",0,5.08949534610772
"thetao_max",0,5.42306071122064
"thetao_max",0,5.75662607633357
"thetao_max",0,6.09019144144649
"thetao_max",0,6.42375680655941
"thetao_max",0,6.75732217167233
"thetao_max",0,7.09088753678525
"thetao_max",0,7.42445290189818
"thetao_max",0,7.7580182670111
"thetao_max",0,8.09158363212402
"thetao_max",0,8.42514899723694
"thetao_max",0,8.75871436234987
"thetao_max",0,9.09227972746279
"thetao_max",0,9.42584509257571
"thetao_max",0,9.75941045768863
"thetao_max",0,10.0929758228016
"thetao_max",0,10.4265411879145
"thetao_max",0.001,10.7601065530274
"thetao_max",0,11.0936719181403
"thetao_max",0.002,11.4272372832532
"thetao_max",0.001,11.7608026483662
"thetao_max",0.004,12.0943680134791
"thetao_max",0.004,12.427933378592
"thetao_max",0.012,12.7614987437049
"thetao_max",0.056,13.0950641088179
"thetao_max",0.05,13.4286294739308
"thetao_max",0.057,13.7621948390437
"thetao_max",0.072,14.0957602041566
"thetao_max",0.076,14.4293255692695
"thetao_max",0.091,14.7628909343825
"thetao_max",0.126,15.0964562994954
"thetao_max",0.129,15.4300216646083
"thetao_max",0.133,15.7635870297212
"thetao_max",0.14,16.0971523948342
"thetao_max",0.142,16.4307177599471
"thetao_max",0.15,16.76428312506
"thetao_max",0.144,17.0978484901729
"thetao_max",0.145,17.4314138552858
"thetao_max",0.145,17.7649792203988
"thetao_max",0.145,18.0985445855117
"thetao_max",0.145,18.4321099506246
"thetao_max",0.145,18.7656753157375
"thetao_max",0.146,19.0992406808505
"thetao_max",0.145,19.4328060459634
"thetao_max",0.145,19.7663714110763
"thetao_max",0.145,20.0999367761892
"thetao_max",0.145,20.4335021413021
"thetao_max",0.146,20.7670675064151
"thetao_max",0.146,21.100632871528
"thetao_max",0.146,21.4341982366409
"thetao_max",0.144,21.7677636017538
"thetao_max",0.144,22.1013289668668
"thetao_max",0.144,22.4348943319797
"thetao_max",0.144,22.7684596970926
"thetao_max",0.144,23.1020250622055
"thetao_max",0.143,23.4355904273184
"thetao_max",0.143,23.7691557924314
"thetao_max",0.143,24.1027211575443
"thetao_max",0.142,24.4362865226572
"thetao_max",0.142,24.7698518877701
"thetao_max",0.142,25.1034172528831
"thetao_max",0.142,25.436982617996
"thetao_max",0.141,25.7705479831089
"thetao_max",0.141,26.1041133482218
"thetao_max",0.141,26.4376787133347
"thetao_max",0.141,26.7712440784477
"thetao_max",0.141,27.1048094435606
"thetao_max",0.141,27.4383748086735
"thetao_max",0.141,27.7719401737864
"thetao_max",0.141,28.1055055388993
"thetao_max",0.141,28.4390709040123
"thetao_max",0.141,28.7726362691252
"thetao_max",0.141,29.1062016342381
"thetao_max",0.141,29.439766999351
"thetao_max",0.141,29.773332364464
"thetao_max",0.141,30.1068977295769
"thetao_max",0.141,30.4404630946898
"thetao_max",0.141,30.7740284598027
"thetao_max",0.141,31.1075938249157
"thetao_max",0.141,31.4411591900286
"so_mean",0,1.87206158239298
"so_mean",0,2.25622452146788
"so_mean",0,2.64038746054278
"so_mean",0,3.02455039961768
"so_mean",0,3.40871333869258
"so_mean",0,3.79287627776749
"so_mean",0,4.17703921684239
"so_mean",0,4.56120215591729
"so_mean",0,4.94536509499219
"so_mean",0,5.32952803406709
"so_mean",0,5.71369097314199
"so_mean",0,6.0978539122169
"so_mean",0,6.4820168512918
"so_mean",0,6.8661797903667
"so_mean",0,7.2503427294416
"so_mean",0,7.6345056685165
"so_mean",0,8.0186686075914
"so_mean",0,8.40283154666631
"so_mean",0,8.78699448574121
"so_mean",0,9.17115742481611
"so_mean",0,9.55532036389101
"so_mean",0,9.93948330296591
"so_mean",0,10.3236462420408
"so_mean",0,10.7078091811157
"so_mean",0,11.0919721201906
"so_mean",0,11.4761350592655
"so_mean",0,11.8602979983404
"so_mean",0,12.2444609374153
"so_mean",0,12.6286238764902
"so_mean",0,13.0127868155651
"so_mean",0,13.39694975464
"so_mean",0,13.7811126937149
"so_mean",0,14.1652756327898
"so_mean",0,14.5494385718647
"so_mean",0,14.9336015109396
"so_mean",0,15.3177644500145
"so_mean",0,15.7019273890894
"so_mean",0,16.0860903281643
"so_mean",0,16.4702532672392
"so_mean",0,16.8544162063141
"so_mean",0,17.238579145389
"so_mean",0,17.6227420844639
"so_mean",0,18.0069050235388
"so_mean",0,18.3910679626137
"so_mean",0,18.7752309016886
"so_mean",0,19.1593938407635
"so_mean",0,19.5435567798385
"so_mean",0,19.9277197189134
"so_mean",0,20.3118826579883
"so_mean",0,20.6960455970632
"so_mean",0,21.0802085361381
"so_mean",0,21.464371475213
"so_mean",0,21.8485344142879
"so_mean",0,22.2326973533628
"so_mean",0,22.6168602924377
"so_mean",0,23.0010232315126
"so_mean",0,23.3851861705875
"so_mean",0,23.7693491096624
"so_mean",0,24.1535120487373
"so_mean",0,24.5376749878122
"so_mean",0,24.9218379268871
"so_mean",0,25.306000865962
"so_mean",0,25.6901638050369
"so_mean",0,26.0743267441118
"so_mean",0,26.4584896831867
"so_mean",0,26.8426526222616
"so_mean",0,27.2268155613365
"so_mean",0,27.6109785004114
"so_mean",0,27.9951414394863
"so_mean",0,28.3793043785612
"so_mean",0,28.7634673176361
"so_mean",0,29.147630256711
"so_mean",0,29.5317931957859
"so_mean",0,29.9159561348608
"so_mean",0,30.3001190739357
"so_mean",0,30.6842820130106
"so_mean",0,31.0684449520855
"so_mean",0,31.4526078911604
"so_mean",0,31.8367708302353
"so_mean",0,32.2209337693102
"so_mean",0,32.6050967083851
"so_mean",0,32.98925964746
"so_mean",0.001,33.3734225865349
"so_mean",0.001,33.7575855256098
"so_mean",0.001,34.1417484646847
"so_mean",0.001,34.5259114037596
"so_mean",0.001,34.9100743428345
"so_mean",0.002,35.2942372819094
"so_mean",0.038,35.6784002209843
"so_mean",0.039,36.0625631600592
"so_mean",0.036,36.4467260991341
"so_mean",0.036,36.830889038209
"so_mean",0.034,37.2150519772839
"so_mean",0.033,37.5992149163588
"so_mean",0.033,37.9833778554337
"so_mean",0.033,38.3675407945086
"so_mean",0.033,38.7517037335835
"so_mean",0.033,39.1358666726584
"so_mean",0.033,39.5200296117333
"so_mean",0.033,39.9041925508082
"ph_mean",0.006,7.19973962732826
"ph_mean",0.006,7.21165661008723
"ph_mean",0.006,7.22357359284621
"ph_mean",0.006,7.23549057560519
"ph_mean",0.006,7.24740755836416
"ph_mean",0.006,7.25932454112314
"ph_mean",0.006,7.27124152388212
"ph_mean",0.006,7.28315850664109
"ph_mean",0.006,7.29507548940007
"ph_mean",0.006,7.30699247215904
"ph_mean",0.006,7.31890945491802
"ph_mean",0.006,7.330826437677
"ph_mean",0.006,7.34274342043597
"ph_mean",0.006,7.35466040319495
"ph_mean",0.006,7.36657738595392
"ph_mean",0.006,7.3784943687129
"ph_mean",0.006,7.39041135147188
"ph_mean",0.006,7.40232833423085
"ph_mean",0.006,7.41424531698983
"ph_mean",0.006,7.4261622997488
"ph_mean",0.006,7.43807928250778
"ph_mean",0.006,7.44999626526676
"ph_mean",0.006,7.46191324802573
"ph_mean",0.006,7.47383023078471
"ph_mean",0.006,7.48574721354368
"ph_mean",0.006,7.49766419630266
"ph_mean",0.006,7.50958117906164
"ph_mean",0.006,7.52149816182061
"ph_mean",0.006,7.53341514457959
"ph_mean",0.006,7.54533212733856
"ph_mean",0.006,7.55724911009754
"ph_mean",0.006,7.56916609285652
"ph_mean",0.006,7.58108307561549
"ph_mean",0.006,7.59300005837447
"ph_mean",0.006,7.60491704113345
"ph_mean",0.006,7.61683402389242
"ph_mean",0.006,7.6287510066514
"ph_mean",0.006,7.64066798941037
"ph_mean",0.006,7.65258497216935
"ph_mean",0.006,7.66450195492833
"ph_mean",0.006,7.6764189376873
"ph_mean",0.006,7.68833592044628
"ph_mean",0.006,7.70025290320525
"ph_mean",0.006,7.71216988596423
"ph_mean",0.006,7.72408686872321
"ph_mean",0.006,7.73600385148218
"ph_mean",0.006,7.74792083424116
"ph_mean",0.006,7.75983781700013
"ph_mean",0.006,7.77175479975911
"ph_mean",0.006,7.78367178251809
"ph_mean",0.006,7.79558876527706
"ph_mean",0.006,7.80750574803604
"ph_mean",0.006,7.81942273079501
"ph_mean",0.006,7.83133971355399
"ph_mean",0.006,7.84325669631297
"ph_mean",0.006,7.85517367907194
"ph_mean",0.006,7.86709066183092
"ph_mean",0.006,7.8790076445899
"ph_mean",0.006,7.89092462734887
"ph_mean",0.006,7.90284161010785
"ph_mean",0.007,7.91475859286682
"ph_mean",0.013,7.9266755756258
"ph_mean",0.008,7.93859255838477
"ph_mean",0.007,7.95050954114375
"ph_mean",0.009,7.96242652390273
"ph_mean",0.013,7.9743435066617
"ph_mean",0.001,7.98626048942068
"ph_mean",0.001,7.99817747217966
"ph_mean",0,8.01009445493863
"ph_mean",0,8.02201143769761
"ph_mean",0,8.03392842045658
"ph_mean",0,8.04584540321556
"ph_mean",0,8.05776238597454
"ph_mean",0,8.06967936873351
"ph_mean",0,8.08159635149249
"ph_mean",0,8.09351333425146
"ph_mean",0,8.10543031701044
"ph_mean",0,8.11734729976942
"ph_mean",0,8.12926428252839
"ph_mean",0,8.14118126528737
"ph_mean",0,8.15309824804634
"ph_mean",0,8.16501523080532
"ph_mean",0,8.1769322135643
"ph_mean",0,8.18884919632327
"ph_mean",0,8.20076617908225
"ph_mean",0,8.21268316184123
"ph_mean",0,8.2246001446002
"ph_mean",0,8.23651712735918
"ph_mean",0,8.24843411011815
"ph_mean",0,8.26035109287713
"ph_mean",0,8.27226807563611
"ph_mean",0,8.28418505839508
"ph_mean",0,8.29610204115406
"ph_mean",0,8.30801902391303
"ph_mean",0,8.31993600667201
"ph_mean",0,8.33185298943098
"ph_mean",0,8.34376997218996
"ph_mean",0,8.35568695494894
"ph_mean",0,8.36760393770791
"ph_mean",0,8.37952092046689
"siconc_max",0.001,0
"siconc_max",0,0.0106155569578446
"siconc_max",0,0.0212311139156892
"siconc_max",0,0.0318466708735338
"siconc_max",0,0.0424622278313784
"siconc_max",0,0.053077784789223
"siconc_max",0,0.0636933417470676
"siconc_max",0,0.0743088987049122
