"variable","response","base"
"thetao_max",0.00133333333333333,-1.58181195615072
"thetao_max",0.00133333333333333,-1.2482465910378
"thetao_max",0.00133333333333333,-0.914681225924877
"thetao_max",0.00133333333333333,-0.581115860811955
"thetao_max",0.00133333333333333,-0.247550495699032
"thetao_max",0.00133333333333333,0.0860148694138898
"thetao_max",0.00133333333333333,0.419580234526812
"thetao_max",0.00133333333333333,0.753145599639734
"thetao_max",0.00133333333333333,1.08671096475266
"thetao_max",0.00133333333333333,1.42027632986558
"thetao_max",0.00133333333333333,1.7538416949785
"thetao_max",0.00133333333333333,2.08740706009142
"thetao_max",0.00133333333333333,2.42097242520434
"thetao_max",0.00133333333333333,2.75453779031727
"thetao_max",0.00133333333333333,3.08810315543019
"thetao_max",0.00133333333333333,3.42166852054311
"thetao_max",0.00133333333333333,3.75523388565603
"thetao_max",0.00133333333333333,4.08879925076896
"thetao_max",0.00133333333333333,4.42236461588188
"thetao_max",0.00133333333333333,4.7559299809948
"thetao_max",0.00133333333333333,5.08949534610772
"thetao_max",0.00133333333333333,5.42306071122064
"thetao_max",0.00133333333333333,5.75662607633357
"thetao_max",0.00133333333333333,6.09019144144649
"thetao_max",0.00133333333333333,6.42375680655941
"thetao_max",0.00133333333333333,6.75732217167233
"thetao_max",0.00133333333333333,7.09088753678525
"thetao_max",0.00133333333333333,7.42445290189818
"thetao_max",0.00133333333333333,7.7580182670111
"thetao_max",0.004,8.09158363212402
"thetao_max",0.00533333333333333,8.42514899723694
"thetao_max",0.008,8.75871436234987
"thetao_max",0.0133333333333333,9.09227972746279
"thetao_max",0.016,9.42584509257571
"thetao_max",0.0146666666666667,9.75941045768863
"thetao_max",0.0226666666666667,10.0929758228016
"thetao_max",0.04,10.4265411879145
"thetao_max",0.0346666666666667,10.7601065530274
"thetao_max",0.0346666666666667,11.0936719181403
"thetao_max",0.0413333333333333,11.4272372832532
"thetao_max",0.0413333333333333,11.7608026483662
"thetao_max",0.0546666666666667,12.0943680134791
"thetao_max",0.0666666666666667,12.427933378592
"thetao_max",0.0573333333333333,12.7614987437049
"thetao_max",0.0626666666666667,13.0950641088179
"thetao_max",0.068,13.4286294739308
"thetao_max",0.0653333333333333,13.7621948390437
"thetao_max",0.076,14.0957602041566
"thetao_max",0.0733333333333333,14.4293255692695
"thetao_max",0.0746666666666667,14.7628909343825
"thetao_max",0.0706666666666667,15.0964562994954
"thetao_max",0.0733333333333333,15.4300216646083
"thetao_max",0.0733333333333333,15.7635870297212
"thetao_max",0.0786666666666667,16.0971523948342
"thetao_max",0.0786666666666667,16.4307177599471
"thetao_max",0.0813333333333333,16.76428312506
"thetao_max",0.0826666666666667,17.0978484901729
"thetao_max",0.0813333333333333,17.4314138552858
"thetao_max",0.08,17.7649792203988
"thetao_max",0.08,18.0985445855117
"thetao_max",0.08,18.4321099506246
"thetao_max",0.08,18.7656753157375
"thetao_max",0.08,19.0992406808505
"thetao_max",0.0826666666666667,19.4328060459634
"thetao_max",0.084,19.7663714110763
"thetao_max",0.0853333333333333,20.0999367761892
"thetao_max",0.0906666666666667,20.4335021413021
"thetao_max",0.092,20.7670675064151
"thetao_max",0.092,21.100632871528
"thetao_max",0.0946666666666667,21.4341982366409
"thetao_max",0.0946666666666667,21.7677636017538
"thetao_max",0.0946666666666667,22.1013289668668
"thetao_max",0.0946666666666667,22.4348943319797
"thetao_max",0.0946666666666667,22.7684596970926
"thetao_max",0.0946666666666667,23.1020250622055
"thetao_max",0.0946666666666667,23.4355904273184
"thetao_max",0.0933333333333333,23.7691557924314
"thetao_max",0.0933333333333333,24.1027211575443
"thetao_max",0.0933333333333333,24.4362865226572
"thetao_max",0.0933333333333333,24.7698518877701
"thetao_max",0.0933333333333333,25.1034172528831
"thetao_max",0.0946666666666667,25.436982617996
"thetao_max",0.0946666666666667,25.7705479831089
"thetao_max",0.0946666666666667,26.1041133482218
"thetao_max",0.0946666666666667,26.4376787133347
"thetao_max",0.0946666666666667,26.7712440784477
"thetao_max",0.0946666666666667,27.1048094435606
"thetao_max",0.0946666666666667,27.4383748086735
"thetao_max",0.0946666666666667,27.7719401737864
"thetao_max",0.0946666666666667,28.1055055388993
"thetao_max",0.0946666666666667,28.4390709040123
"thetao_max",0.096,28.7726362691252
"thetao_max",0.096,29.1062016342381
"thetao_max",0.096,29.439766999351
"thetao_max",0.096,29.773332364464
"thetao_max",0.096,30.1068977295769
"thetao_max",0.096,30.4404630946898
"thetao_max",0.096,30.7740284598027
"thetao_max",0.096,31.1075938249157
"thetao_max",0.096,31.4411591900286
"so_mean",0.0173333333333333,1.87206158239298
"so_mean",0.0173333333333333,2.25622452146788
"so_mean",0.0173333333333333,2.64038746054278
"so_mean",0.0173333333333333,3.02455039961768
"so_mean",0.0173333333333333,3.40871333869258
"so_mean",0.0173333333333333,3.79287627776749
"so_mean",0.0173333333333333,4.17703921684239
"so_mean",0.0173333333333333,4.56120215591729
"so_mean",0.0173333333333333,4.94536509499219
"so_mean",0.0173333333333333,5.32952803406709
"so_mean",0.0173333333333333,5.71369097314199
"so_mean",0.0173333333333333,6.0978539122169
"so_mean",0.0173333333333333,6.4820168512918
"so_mean",0.0173333333333333,6.8661797903667
"so_mean",0.0173333333333333,7.2503427294416
"so_mean",0.0173333333333333,7.6345056685165
"so_mean",0.0173333333333333,8.0186686075914
"so_mean",0.0173333333333333,8.40283154666631
"so_mean",0.0173333333333333,8.78699448574121
"so_mean",0.0173333333333333,9.17115742481611
"so_mean",0.0173333333333333,9.55532036389101
